"Time (UTCG)","x (km)","y (km)","z (km)"
18 Jul 2040 19:24:37.907,-74149.861102,7399.310505,45439.189805
18 Jul 2040 21:29:48.292,-77235.974585,5517.409081,46197.101867
18 Jul 2040 23:43:37.885,-80254.107625,3485.332252,46839.084672
19 Jul 2040 02:06:19.352,-83168.751751,1305.499426,47346.448106
19 Jul 2040 04:38:51.222,-85955.308053,-1029.777308,47701.390059
19 Jul 2040 07:22:09.276,-88579.157352,-3525.568047,47881.836310
19 Jul 2040 10:13:18.632,-90947.147460,-6126.190482,47864.314484
19 Jul 2040 13:15:52.773,-93058.358643,-8872.192968,47627.290435
19 Jul 2040 16:12:26.811,-94706.024391,-11490.575006,47196.071642
19 Jul 2040 19:08:49.375,-95974.948840,-14060.463632,46577.278752
19 Jul 2040 22:07:44.428,-96884.665698,-16612.086610,45766.213743
20 Jul 2040 01:16:21.513,-97437.625592,-19232.276590,44719.259540
20 Jul 2040 03:25:06.430,-97577.460152,-20974.541416,43895.130474
20 Jul 2040 05:26:03.957,-97533.597613,-22573.781418,43041.930405
20 Jul 2040 07:57:29.052,-97239.058806,-24519.928826,41868.207417
20 Jul 2040 11:05:22.170,-96501.023406,-26840.168212,40251.582439
20 Jul 2040 14:03:42.543,-95414.326499,-28935.221734,38555.807766
20 Jul 2040 17:01:31.021,-93949.565952,-30908.314174,36710.894997
20 Jul 2040 20:25:44.362,-91785.181207,-33015.148644,34403.778252
20 Jul 2040 23:41:17.413,-89212.874277,-34852.728767,32007.092950
21 Jul 2040 02:46:37.603,-86303.668003,-36410.224753,29566.351626
21 Jul 2040 05:42:06.854,-83104.697503,-37697.466579,27102.946473
21 Jul 2040 08:25:34.012,-79713.972780,-38709.963351,24674.257134
21 Jul 2040 10:57:21.889,-76187.513612,-39466.970205,22301.775598
21 Jul 2040 13:18:40.904,-72555.663825,-39990.982030,19990.894379
21 Jul 2040 15:29:04.568,-68884.709435,-40298.240415,17770.425515
21 Jul 2040 17:29:13.751,-65209.904281,-40410.459835,15648.916705
21 Jul 2040 19:19:55.840,-61556.802249,-40348.176308,13630.077490
21 Jul 2040 21:01:38.511,-57956.216697,-40130.928399,11721.085186
21 Jul 2040 22:34:47.604,-54436.705280,-39778.305816,9927.821847
21 Jul 2040 23:59:58.588,-51017.113660,-39308.883036,8251.241024
22 Jul 2040 01:17:42.993,-47714.606147,-38740.495018,6691.734137
22 Jul 2040 02:28:31.031,-44543.439507,-38090.158264,5248.483197
22 Jul 2040 03:32:49.530,-41516.857908,-37374.464988,3920.320588
22 Jul 2040 04:31:02.198,-38647.459925,-36609.843254,2705.800385
22 Jul 2040 05:17:55.616,-36239.570092,-35902.690034,1720.608140
22 Jul 2040 05:59:53.156,-34006.727328,-35192.497444,835.284524
22 Jul 2040 06:36:32.149,-31992.136839,-34505.718686,60.366399
22 Jul 2040 07:05:25.899,-30359.108064,-33916.174976,-550.744345
22 Jul 2040 07:34:26.729,-28677.711118,-33277.604369,-1163.578014
22 Jul 2040 08:04:05.724,-26914.109182,-32572.361364,-1787.979445
22 Jul 2040 08:35:54.568,-24968.054270,-31750.485633,-2454.318769
22 Jul 2040 09:07:57.672,-22947.968228,-30846.711512,-3119.735314
22 Jul 2040 09:39:28.722,-20899.790276,-29874.884055,-3765.615890
22 Jul 2040 10:09:59.462,-18855.028178,-28845.469698,-4379.698040
22 Jul 2040 10:39:12.563,-16836.505942,-27767.103781,-4953.645487
22 Jul 2040 11:06:31.114,-14893.412863,-26666.033787,-5473.455283
22 Jul 2040 11:31:43.692,-13048.900209,-25558.631335,-5934.621658
22 Jul 2040 11:55:00.827,-11300.090332,-24447.441195,-6340.080816
22 Jul 2040 12:16:32.849,-9643.221409,-23334.085365,-6692.786701
22 Jul 2040 12:36:29.261,-8074.518524,-22219.741067,-6995.469857
22 Jul 2040 12:54:58.809,-6590.240396,-21105.163261,-7250.622859
22 Jul 2040 13:12:09.553,-5186.716180,-19990.697294,-7460.486203
22 Jul 2040 13:28:08.918,-3860.402960,-18876.304635,-7627.029375
22 Jul 2040 13:43:03.750,-2607.933156,-17761.579602,-7751.932895
22 Jul 2040 13:57:00.366,-1426.168432,-16645.768895,-7836.568186
22 Jul 2040 14:08:28.241,-449.307169,-15669.174069,-7878.377490
22 Jul 2040 14:19:57.293,530.821462,-14631.900835,-7890.535644
22 Jul 2040 14:29:15.614,1323.415629,-13744.242919,-7875.017710
22 Jul 2040 14:38:35.254,2113.394353,-12808.619560,-7833.141805
22 Jul 2040 14:47:15.170,2840.025359,-11895.303346,-7767.267658
22 Jul 2040 14:55:19.104,3506.670061,-11004.558531,-7679.420012
22 Jul 2040 15:02:52.137,4118.816856,-10133.249304,-7571.053745
22 Jul 2040 15:09:58.685,4681.134992,-9278.338046,-7443.214691
22 Jul 2040 15:16:42.561,5197.481922,-8437.001174,-7296.603879
22 Jul 2040 15:23:07.097,5671.008117,-7606.593983,-7131.618149
22 Jul 2040 15:29:15.251,6104.246592,-6784.601479,-6948.374914
22 Jul 2040 15:35:09.668,6499.147720,-5968.657017,-6746.741380
22 Jul 2040 15:38:43.556,6725.361335,-5464.853874,-6612.350108
22 Jul 2040 15:42:19.467,6943.386846,-4947.907418,-6466.540697
22 Jul 2040 15:47:06.939,7215.939600,-4247.198716,-6255.997348
22 Jul 2040 15:52:10.379,7479.308666,-3493.341526,-6012.718154
22 Jul 2040 15:57:20.357,7719.734318,-2709.937761,-5741.223285
22 Jul 2040 16:02:29.857,7928.051328,-1916.635551,-5446.561372
22 Jul 2040 16:07:35.579,8100.002258,-1124.856775,-5132.268450
22 Jul 2040 16:12:36.418,8234.070346,-340.850612,-4800.735493
22 Jul 2040 16:17:32.663,8330.176919,432.669895,-4453.326139
22 Jul 2040 16:22:25.478,8388.813998,1195.348119,-4090.501758
22 Jul 2040 16:27:16.564,8410.488148,1948.307357,-3711.963959
22 Jul 2040 16:32:07.311,8395.459534,2691.896339,-3317.677899
22 Jul 2040 16:36:33.776,8349.763613,3363.233795,-2943.661760
22 Jul 2040 16:41:21.505,8266.906168,4074.582361,-2528.015879
22 Jul 2040 16:46:09.805,8150.226444,4770.768923,-2101.244626
22 Jul 2040 16:51:00.127,8000.371953,5452.913435,-1663.130472
22 Jul 2040 16:55:53.287,7818.156792,6120.685018,-1214.302265
22 Jul 2040 17:00:49.183,7605.094899,6771.892168,-756.747322
22 Jul 2040 17:05:46.169,7364.312675,7401.543743,-294.811162
22 Jul 2040 17:10:39.419,7102.585714,7999.225679,162.297546
22 Jul 2040 17:15:14.376,6837.722557,8537.784459,590.488513
22 Jul 2040 17:19:28.081,6578.335938,9016.064514,984.325636
22 Jul 2040 17:24:45.220,6236.108530,9589.121679,1473.861677
22 Jul 2040 17:30:31.806,5842.138745,10184.636138,2004.106725
22 Jul 2040 17:36:26.889,5420.055209,10762.613259,2541.038994
22 Jul 2040 17:42:32.421,4969.175270,11325.114201,3086.111360
22 Jul 2040 17:48:50.461,4488.417754,11873.963524,3640.877720
22 Jul 2040 17:55:23.082,3976.485187,12410.593178,4206.809710
22 Jul 2040 18:02:12.405,3431.888090,12936.101069,4785.313451
22 Jul 2040 18:09:20.618,2852.976969,13451.281883,5377.727581
22 Jul 2040 18:16:50.022,2237.929539,13956.683806,5985.359859
22 Jul 2040 18:24:49.700,1575.554096,14459.344883,6618.147023
22 Jul 2040 18:33:24.724,860.145691,14960.220276,7279.788328
22 Jul 2040 18:42:39.133,87.676411,15458.373290,7972.059602
22 Jul 2040 18:52:37.504,-746.284212,15952.692804,8696.872226
22 Jul 2040 19:03:24.902,-1646.426014,16441.764402,9456.125842
22 Jul 2040 19:15:06.911,-2617.657255,16923.833494,10251.666238
22 Jul 2040 19:27:49.565,-3664.918667,17396.714875,11085.133986
22 Jul 2040 19:41:39.342,-4793.084441,17857.779460,11957.901960
22 Jul 2040 19:56:43.075,-6006.754920,18303.919112,12870.940675
22 Jul 2040 20:12:54.790,-7292.898756,18726.244748,13812.319825
22 Jul 2040 20:30:10.211,-8641.011341,19118.824667,14773.062566
22 Jul 2040 20:48:31.505,-10049.151761,19479.392532,15750.902954
22 Jul 2040 21:07:59.921,-11514.127382,19805.705123,16742.884121
22 Jul 2040 21:28:35.935,-13031.818697,20095.744864,17745.645794
22 Jul 2040 21:50:18.988,-14597.000691,20347.772687,18755.351406
22 Jul 2040 22:13:07.102,-16203.061462,20560.390407,19767.562456
22 Jul 2040 22:36:56.191,-17841.431306,20732.611300,20776.954535
22 Jul 2040 23:01:39.046,-19500.752206,20863.986288,21776.916437
22 Jul 2040 23:27:02.999,-21164.764707,20954.771730,22758.450599
22 Jul 2040 23:52:44.863,-22807.652047,21006.292988,23707.747276
23 Jul 2040 00:13:31.159,-24106.975382,21021.419789,24445.230335
23 Jul 2040 00:34:14.137,-25378.352043,21015.133996,25155.908580
23 Jul 2040 00:59:46.886,-26913.749798,20980.657130,26000.218599
23 Jul 2040 01:29:14.073,-28641.508956,20907.849979,26932.658378
23 Jul 2040 02:02:11.105,-30523.090748,20788.963608,27927.565190
23 Jul 2040 02:38:33.102,-32540.065675,20617.141854,28971.031812
23 Jul 2040 03:18:23.272,-34681.553317,20385.924776,30053.595681
23 Jul 2040 04:01:49.594,-36940.416417,20088.980296,31167.962397
23 Jul 2040 04:49:03.056,-39311.206815,19719.990666,32307.793318
23 Jul 2040 05:40:16.774,-41789.075113,19272.604807,33467.068508
23 Jul 2040 06:35:45.800,-44369.339360,18740.379189,34639.813807
23 Jul 2040 07:35:46.679,-47046.889864,18116.800201,35819.778142
23 Jul 2040 08:40:37.375,-49815.921792,17395.288092,37000.285353
23 Jul 2040 09:50:37.007,-52669.544835,16569.259081,38174.047138
23 Jul 2040 11:06:06.471,-55599.991840,15632.029895,39333.230566
23 Jul 2040 12:27:27.896,-58597.995084,14576.957828,40469.180386
23 Jul 2040 13:55:04.028,-61652.212851,13397.643825,41572.202284
23 Jul 2040 15:29:19.669,-64749.852618,12087.692424,42631.788087
23 Jul 2040 17:10:38.551,-67874.711632,10641.528028,43635.938943
23 Jul 2040 18:59:20.300,-71005.867144,9055.311228,44570.905284
23 Jul 2040 20:55:58.968,-74126.218898,7322.535519,45423.698084
23 Jul 2040 23:01:00.180,-77210.843119,5439.691587,46178.488848
24 Jul 2040 01:14:58.839,-80234.594808,3402.110196,46818.720595
24 Jul 2040 03:37:27.434,-83147.038761,1222.432297,47322.618856
24 Jul 2040 06:09:47.169,-85932.453116,-1112.761219,47674.371159
24 Jul 2040 08:52:46.170,-88554.258675,-3606.588356,47851.796594
24 Jul 2040 11:44:05.388,-90927.652363,-6212.386345,47831.480409
24 Jul 2040 14:46:11.216,-93036.829788,-8953.769386,47592.261417
24 Jul 2040 17:41:41.686,-94679.340068,-11558.634356,47161.750176
24 Jul 2040 21:00:17.052,-96088.126194,-14450.777571,46450.628927
25 Jul 2040 00:19:29.075,-97031.326125,-17281.220755,45509.926316
25 Jul 2040 03:56:30.477,-97530.836135,-20270.487585,44237.350847
25 Jul 2040 06:04:22.324,-97568.976547,-21979.488386,43370.747725
25 Jul 2040 08:11:12.377,-97419.302527,-23632.490135,42427.692910
25 Jul 2040 10:48:50.507,-96972.142195,-25623.189826,41141.977624
25 Jul 2040 14:06:58.049,-95996.215414,-28015.030406,39350.660412
25 Jul 2040 17:11:43.784,-94664.418004,-30122.658548,37507.037965
25 Jul 2040 20:16:40.604,-92914.463729,-32099.644908,35496.314678
25 Jul 2040 23:36:37.014,-90539.267478,-34069.364855,33138.018125
26 Jul 2040 02:42:40.238,-87860.501354,-35726.099752,30771.791640
26 Jul 2040 05:42:36.522,-84819.886735,-37145.348413,28325.667793
26 Jul 2040 08:33:15.976,-81505.358577,-38302.738034,25861.740381
26 Jul 2040 11:11:10.663,-78042.403402,-39187.652715,23456.050971
26 Jul 2040 13:37:44.190,-74465.608227,-39826.799946,21114.164308
26 Jul 2040 15:53:39.688,-70814.442410,-40241.010984,18847.439775
26 Jul 2040 17:59:10.751,-67136.555387,-40449.481481,16672.679928
26 Jul 2040 19:54:46.779,-63469.223710,-40472.778416,14600.143558
26 Jul 2040 21:41:08.620,-59838.980010,-40331.028975,12634.279261
26 Jul 2040 23:18:46.157,-56273.618626,-40043.658755,10780.607027
27 Jul 2040 00:48:06.206,-52799.230117,-39629.976639,9043.748260
27 Jul 2040 02:09:42.982,-49433.464065,-39108.208817,7424.143306
27 Jul 2040 03:24:07.210,-46192.231747,-38495.870201,5921.624365
27 Jul 2040 04:31:47.765,-43089.094151,-37809.766359,4535.070892
27 Jul 2040 05:33:10.342,-40136.672617,-37066.349684,3263.017087
27 Jul 2040 06:22:57.080,-37638.141133,-36367.582036,2222.756114
27 Jul 2040 07:07:47.579,-35301.927243,-35655.550993,1280.597311
27 Jul 2040 07:47:35.091,-33156.457608,-34950.689040,441.881991
27 Jul 2040 08:21:30.143,-31270.718504,-34289.880439,-273.820047
27 Jul 2040 08:46:33.472,-29842.210821,-33762.938156,-802.271398
27 Jul 2040 09:11:44.251,-28374.825376,-33197.386762,-1332.476731
27 Jul 2040 09:42:47.171,-26519.459109,-32446.062803,-1984.012100
27 Jul 2040 10:14:52.278,-24546.012486,-31600.856257,-2653.041067
27 Jul 2040 10:46:58.858,-22510.548360,-30677.002231,-3315.990268
27 Jul 2040 11:18:24.762,-20455.857902,-29687.792453,-3955.732200
27 Jul 2040 11:48:44.956,-18410.848135,-28643.108330,-4561.166052
27 Jul 2040 12:17:44.011,-16396.852254,-27551.330402,-5124.665677
27 Jul 2040 12:44:36.554,-14474.000756,-26445.914898,-5629.854212
27 Jul 2040 13:09:25.071,-12649.516552,-25335.013413,-6076.915007
27 Jul 2040 13:32:20.329,-10920.005738,-24220.794564,-6468.883498
27 Jul 2040 13:53:32.484,-9281.698505,-23104.780626,-6808.670025
27 Jul 2040 14:13:10.884,-7730.816696,-21988.049670,-7098.958486
27 Jul 2040 14:31:24.131,-6263.629033,-20871.263229,-7342.189692
27 Jul 2040 14:48:20.143,-4876.499332,-19754.688425,-7540.545786
27 Jul 2040 15:04:06.230,-3565.909328,-18638.196306,-7695.936543
27 Jul 2040 15:18:49.122,-2328.543689,-17521.307882,-7809.975554
27 Jul 2040 15:32:35.027,-1161.333508,-16403.206986,-7883.962483
27 Jul 2040 15:43:46.149,-208.629468,-15436.796725,-7916.358790
27 Jul 2040 15:54:58.531,746.544308,-14411.344967,-7919.416515
27 Jul 2040 16:05:05.529,1606.087329,-13432.001972,-7892.734125
27 Jul 2040 16:14:14.725,2378.136564,-12498.478186,-7840.733178
27 Jul 2040 16:22:43.104,3084.623948,-11591.290300,-7765.597975
27 Jul 2040 16:30:37.104,3732.811025,-10705.888978,-7669.041294
27 Jul 2040 16:38:01.685,4328.056468,-9838.981331,-7552.360550
27 Jul 2040 16:45:01.061,4874.758211,-8987.589905,-7416.477469
27 Jul 2040 16:51:38.887,5376.540394,-8148.935074,-7261.981927
27 Jul 2040 16:57:58.366,5836.340741,-7320.415946,-7089.171117
27 Jul 2040 17:04:02.349,6256.492878,-6499.566410,-6898.072920
27 Jul 2040 17:09:13.409,6596.474176,-5778.114398,-6713.654267
27 Jul 2040 17:13:28.861,6860.608634,-5172.324178,-6546.809117
27 Jul 2040 17:17:45.498,7110.638021,-4552.188271,-6364.572393
27 Jul 2040 17:22:45.241,7381.052692,-3814.217329,-6132.466711
27 Jul 2040 17:27:54.511,7632.989689,-3038.872087,-5870.527916
27 Jul 2040 17:33:05.597,7855.761529,-2246.817486,-5583.505054
27 Jul 2040 17:38:13.902,8043.414139,-1452.390570,-5275.513758
27 Jul 2040 17:43:17.521,8193.484536,-663.775375,-4949.429197
27 Jul 2040 17:48:16.242,8305.433748,115.009302,-4607.039983
27 Jul 2040 17:53:10.917,8379.610627,882.746373,-4249.175537
27 Jul 2040 17:58:03.040,8416.577724,1639.985708,-3875.865783
27 Jul 2040 18:02:54.464,8416.707106,2388.255030,-3486.524657
27 Jul 2040 18:05:42.528,8400.106484,2815.260721,-3254.974461
27 Jul 2040 18:08:28.422,8371.867033,3232.784424,-3021.818730
27 Jul 2040 18:11:07.299,8333.925341,3628.449163,-2794.586909
27 Jul 2040 18:14:08.373,8277.919239,4073.808658,-2531.342272
27 Jul 2040 18:18:22.877,8176.848050,4688.606133,-2154.596061
27 Jul 2040 18:23:13.166,8031.011236,5372.228786,-1716.877567
27 Jul 2040 18:28:06.334,7852.617081,6041.836138,-1268.158663
27 Jul 2040 18:33:02.325,7643.090249,6695.279712,-810.358001
27 Jul 2040 18:37:59.720,7405.295690,7327.959468,-347.479381
27 Jul 2040 18:42:54.242,7145.371225,7930.398297,112.096214
27 Jul 2040 18:46:48.730,6922.698648,8392.733617,477.826849
27 Jul 2040 18:50:42.669,6687.959117,8838.740067,841.840123
27 Jul 2040 18:55:46.895,6365.772551,9396.223570,1313.005634
27 Jul 2040 19:01:27.579,5984.974783,9990.914498,1836.468805
27 Jul 2040 19:07:20.077,5571.866422,10574.353961,2372.232071
27 Jul 2040 19:13:22.315,5130.262232,11141.531333,2915.544247
27 Jul 2040 19:19:36.351,4659.171824,11694.412098,3467.984718
27 Jul 2040 19:26:04.245,4157.377344,12234.548252,4031.045497
27 Jul 2040 19:32:48.106,3623.445545,12763.156670,4606.165221
27 Jul 2040 19:39:50.096,3055.782374,13281.130031,5194.704171
27 Jul 2040 19:47:12.472,2452.629110,13789.093963,5797.976176
27 Jul 2040 19:55:01.590,1806.572389,14291.545430,6422.487179
27 Jul 2040 20:03:24.890,1108.627492,14792.478203,7075.364211
27 Jul 2040 20:12:26.145,355.036112,15290.896073,7758.200646
27 Jul 2040 20:22:09.785,-458.548587,15785.785275,8472.911420
27 Jul 2040 20:32:40.702,-1336.722889,16275.827709,9221.393254
27 Jul 2040 20:44:04.297,-2284.316933,16759.378898,10005.504420
27 Jul 2040 20:56:26.458,-3306.275654,17234.402043,10826.963518
27 Jul 2040 21:09:53.534,-4407.531057,17698.426139,11687.255913
27 Jul 2040 21:24:32.207,-5592.739543,18148.480681,12587.452153
27 Jul 2040 21:40:23.674,-6858.524942,18578.680661,13522.592442
27 Jul 2040 21:57:17.805,-8186.476288,18979.746900,14477.502409
27 Jul 2040 22:15:17.196,-9575.265348,19349.510598,15450.306995
27 Jul 2040 22:34:23.309,-11021.983358,19685.675308,16438.176593
27 Jul 2040 22:54:36.877,-12522.808798,19986.147918,17437.874521
27 Jul 2040 23:15:57.700,-14072.890488,20249.100347,18445.723442
27 Jul 2040 23:38:24.306,-15666.103004,20473.026416,19457.497525
28 Jul 2040 00:01:53.379,-17294.585561,20656.807711,20468.197622
28 Jul 2040 00:26:18.831,-18947.967769,20799.815311,21471.669153
28 Jul 2040 00:51:30.103,-20611.889752,20902.070711,22459.854305
28 Jul 2040 01:17:08.218,-22264.372098,20964.521127,23420.895571
28 Jul 2040 01:42:34.908,-23865.534113,20989.681413,24333.692458
28 Jul 2040 02:05:53.693,-25299.895371,20983.925527,25136.672981
28 Jul 2040 02:30:34.724,-26786.000050,20950.799673,25954.483908
28 Jul 2040 02:59:52.442,-28508.127604,20879.016073,26884.798176
28 Jul 2040 03:32:35.742,-30380.802537,20761.621114,27875.967409
28 Jul 2040 04:08:44.146,-32389.949982,20591.565863,28916.413958
28 Jul 2040 04:48:20.177,-34524.073288,20362.406197,29996.323538
28 Jul 2040 05:31:31.600,-36775.903019,20067.815881,31108.318370
28 Jul 2040 06:18:29.219,-39139.911274,19701.491016,32246.010698
28 Jul 2040 07:09:26.069,-41611.274698,19257.087188,33403.387350
28 Jul 2040 08:04:37.040,-44185.287770,18728.182258,34574.460644
28 Jul 2040 09:04:18.645,-46856.934161,18108.265420,35753.021779
28 Jul 2040 10:08:48.881,-49620.553884,17390.744442,36932.457502
28 Jul 2040 11:18:26.755,-52469.302437,16569.046545,38105.498624
28 Jul 2040 12:33:32.526,-55395.144353,15636.611031,39264.212454
28 Jul 2040 13:54:28.430,-58389.077432,14586.771672,40400.067465
28 Jul 2040 15:21:37.619,-61440.184725,13413.026392,41503.540819
28 Jul 2040 16:55:23.888,-64535.298730,12109.190400,42564.009248
28 Jul 2040 18:36:13.401,-67659.698488,10669.089113,43569.980734
28 Jul 2040 20:24:26.583,-70792.848931,9088.627833,44507.777630
28 Jul 2040 22:20:27.745,-73913.422573,7363.663864,45363.250534
29 Jul 2040 00:24:51.823,-77001.163295,5488.362475,46121.969353
29 Jul 2040 02:38:08.042,-80028.924972,3459.417598,46766.946731
29 Jul 2040 05:00:21.068,-82957.261886,1281.195990,47278.276747
29 Jul 2040 07:31:43.413,-85747.908719,-1042.269091,47636.541176
29 Jul 2040 10:13:24.799,-88374.512294,-3519.749091,47822.345027
29 Jul 2040 13:05:54.232,-90790.422903,-6147.286120,47811.513170
29 Jul 2040 16:06:31.486,-92909.332666,-8870.841180,47583.667053
29 Jul 2040 19:15:42.866,-94693.017819,-11681.962313,47121.707301
29 Jul 2040 22:35:05.141,-96103.482369,-14586.387692,46401.267725
30 Jul 2040 01:33:01.737,-96963.998944,-17118.670964,45565.517212
30 Jul 2040 04:26:32.352,-97446.133316,-19524.969419,44582.645734
30 Jul 2040 07:05:18.849,-97580.635598,-21665.690664,43542.687570
30 Jul 2040 09:49:20.355,-97412.306324,-23808.906648,42331.134095
30 Jul 2040 13:00:28.335,-96820.759453,-26209.181644,40747.626134
30 Jul 2040 16:09:32.735,-95812.772749,-28469.130199,39003.067256
30 Jul 2040 19:22:43.900,-94341.127071,-30646.818193,37040.650001
30 Jul 2040 22:26:00.230,-92522.439350,-32575.577071,35012.815974
31 Jul 2040 01:44:08.441,-90078.558574,-34492.060719,32639.838351
31 Jul 2040 04:50:55.344,-87302.092391,-36117.800536,30231.390339
31 Jul 2040 07:48:55.705,-84208.478226,-37481.965237,27780.965201
31 Jul 2040 10:36:50.403,-80867.873783,-38580.749815,25330.008328
31 Jul 2040 13:12:46.657,-77375.807308,-39415.311604,22931.640578
31 Jul 2040 15:37:21.999,-73780.426603,-40007.082972,20601.772190
31 Jul 2040 17:51:36.456,-70112.805837,-40377.814653,18346.545467
31 Jul 2040 19:55:11.601,-66435.016743,-40545.644780,16191.410057
31 Jul 2040 21:49:02.665,-62771.655241,-40532.278732,14138.884025
31 Jul 2040 23:33:41.800,-59152.966498,-40357.736379,12195.537825
1 Aug 2040 01:09:44.000,-55603.170845,-40041.333633,10364.919733
1 Aug 2040 01:51:45.133,-53976.425874,-39850.397292,9549.977527

